4.357; 4.357; 30.3; 30.3; 
4.1; 4.1; 30.34; 30.34; 
3.844; 3.844; 30.38; 30.38; 
3.588; 3.588; 30.41; 30.41; 
3.331; 3.331; 30.45; 30.45; 
3.075; 3.075; 30.48; 30.48; 
2.819; 2.819; 30.51; 30.51; 
2.563; 2.563; 30.53; 30.53; 
2.306; 2.306; 30.56; 30.56; 
2.05; 2.05; 30.58; 30.58; 
1.794; 1.794; 30.59; 30.59; 
1.537; 1.537; 30.61; 30.61; 
1.281; 1.281; 30.62; 30.62; 
1.025; 1.025; 30.63; 30.63; 
0.768; 0.768; 30.64; 30.64; 
0.512; 0.512; 30.65; 30.65; 
0.256; 0.256; 30.65; 30.65; 
0.000; 0.000; 30.65; 30.65; 
0.25; 0.25; 30.65; 30.65; 
0.501; 0.501; 30.66; 30.66; 
0.752; 0.752; 30.66; 30.66; 
1.003; 1.003; 30.67; 30.67; 
1.254; 1.254; 30.69; 30.69; 
1.505; 1.505; 30.7; 30.7; 
1.756; 1.756; 30.72; 30.72; 
2.006; 2.006; 30.74; 30.74; 
2.257; 2.257; 30.76; 30.76; 
2.508; 2.508; 30.79; 30.79; 
2.759; 2.759; 30.81; 30.81; 
3.01; 3.01; 30.84; 30.84; 
3.261; 3.261; 30.88; 30.88; 
3.512; 3.512; 30.91; 30.91; 
3.762; 3.762; 30.95; 30.95; 
4.013; 4.013; 30.99; 30.99; 
4.264; 4.264; 31.03; 31.03; 
4.515; 4.515; 31.08; 31.08; 
4.766; 4.766; 31.12; 31.12; 
5.017; 5.017; 31.17; 31.17; 
5.268; 5.268; 31.23; 31.23; 
5.519; 5.519; 31.28; 31.28; 
5.769; 5.769; 31.34; 31.34; 
6.02; 6.02; 31.4; 31.4; 
6.271; 6.271; 31.46; 31.46; 
6.522; 6.522; 31.53; 31.53; 
6.773; 6.773; 31.6; 31.6; 
7.024; 7.024; 31.67; 31.67; 
7.275; 7.275; 31.74; 31.74; 
7.525; 7.525; 31.81; 31.81; 
7.776; 7.776; 31.89; 31.89; 
8.027; 8.027; 31.97; 31.97; 
8.278; 8.278; 32.06; 32.06; 
8.529; 8.529; 32.14; 32.14; 
8.78; 8.78; 32.23; 32.23; 
9.031; 9.031; 32.32; 32.32; 
8.78; 8.78; 32.41; 32.41; 
8.529; 8.529; 32.49; 32.49; 
8.278; 8.278; 32.57; 32.57; 
8.027; 8.027; 32.65; 32.65; 
7.776; 7.776; 32.73; 32.73; 
7.525; 7.525; 32.81; 32.81; 
7.275; 7.275; 32.88; 32.88; 
7.024; 7.024; 32.95; 32.95; 
6.773; 6.773; 33.02; 33.02; 
6.522; 6.522; 33.08; 33.08; 
6.271; 6.271; 33.15; 33.15; 
6.02; 6.02; 33.21; 33.21; 
5.769; 5.769; 33.26; 33.26; 
5.519; 5.519; 33.32; 33.32; 
5.268; 5.268; 33.37; 33.37; 
5.017; 5.017; 33.42; 33.42; 
4.766; 4.766; 33.47; 33.47; 
4.515; 4.515; 33.52; 33.52; 
4.264; 4.264; 33.56; 33.56; 
4.013; 4.013; 33.6; 33.6; 
3.762; 3.762; 33.64; 33.64; 
3.512; 3.512; 33.67; 33.67; 
3.261; 3.261; 33.7; 33.7; 
3.01; 3.01; 33.73; 33.73; 
2.759; 2.759; 33.76; 33.76; 
2.508; 2.508; 33.79; 33.79; 
2.257; 2.257; 33.81; 33.81; 
2.006; 2.006; 33.83; 33.83; 
1.756; 1.756; 33.85; 33.85; 
1.505; 1.505; 33.86; 33.86; 
1.254; 1.254; 33.87; 33.87; 
1.003; 1.003; 33.88; 33.88; 
